FMID;MarketName;Website;street;city;zip;Season1Date;x;y
5395659192;Pizzeria Capricciosa;no data;Rynek 21;Przec≥aw;39-320;Godziny otwarcia: úroda 16:00ñ21:00 czwartek 16:00ñ21:00 piötek 16:00ñ21:00 sobota 16:00ñ21:00 niedziela 16:00ñ21:00 poniedzia≥ek 16:00ñ21:00 wtorek 16:00ñ21:00;21.4794418;50.1934027
5395671692;Pizzeria Egzit;no data;3 Maja 14;Przec≥aw;39-320;no data;21.4772399;50.1920853
5396808688;Pod TÍøniö;http://silveretta.com.pl;Beskidzka 35;Szczyrk;43-370;24.lip;19.0262403;49.7164599
5398449430;Karczma GÛralska;http://www.karczmagoralska.pl;Nadrzeczna 1;UstroÒ;43-450;Mo-Su 09:00-22:00;18.8206315;49.7211197
5399786096;Pizzeria Pod 13-tkö;no data;Rynek 13;Poröbka;43-353;Mo-Su 12:00-21:00;19.216771;49.8187822
5400076793;Kacper. Pizzeria;http://kacperpizzeria.parquedacidade9.co;Øywiecka 21;CzernichÛw;34-311;Tu-Su 12:00-21:00;19.2083558;49.7526899
5400076802;Tawerna Pod Øaglem;no data;KsiÍdza Jana Banasia 26;no data;34-312;no data;19.2015272;49.7876511
5401378741;RadoúÊ Na Talerzu;no data; ;no data;no data;no data;21.1901197;52.1817781
5401627854;Widzimisie;no data; ;no data;no data;no data;19.4864133;51.7468558
5402505863;Imbir;no data; ;no data;no data;no data;14.3976883;52.8580101
5402567395;Ziemniak i SpÛ≥ka;no data; ;no data;no data;no data;14.5522299;53.4225695
5402579558;Avocado domowe obiady;no data; ;no data;no data;"Mo-Fr 12:00-18:00; Sa 12:00-15:00";20.0177024;50.0168708
5403752249;Restauracja;no data; ;no data;no data;no data;14.4233316;53.3366888
5404919542;Villa Logan;no data;Bia≥ostocka 57D;no data;no data;no data;22.2622153;52.9960063
5405568080;Premium Sushi & More;no data; ;no data;no data;"Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00";21.0453008;52.142901
5405740721;Sezonova;no data;Henryka Sienkiewicza 28c;Rawicz;63-900;Mo-Fr 10:30-18:00;16.8562759;51.6032086
5406007154;Jad≥odajnia Wolska 94;no data; ;no data;no data;no data;20.9527895;52.2304641
5406114857;Zakötek;no data; ;no data;no data;no data;14.8290338;53.5633405
5406114858;Pirogeria;no data; ;no data;no data;no data;14.8285308;53.5635866
5406118980;Na Murze;no data; ;no data;no data;no data;15.2185884;52.9936773
5407213621;Kubek w kubek;no data; ;no data;no data;"Mo-Fr 08:00-22:00; Sa 08:00-23:00; Su 09:00-20:00; PH closed";21.0049548;52.1874585
5408207097;Pizzeria This Is It;no data;Kazimierza Wielkiego 8;Jas≥o;38-200;no data;21.4735147;49.7484881
5408297216;Kawiarnia/Restauracja Parkowa;no data;Adama Asnyka 10;no data;no data;no data;21.471951;49.7445579
5409461983;Jachtowa;no data; ;no data;no data;no data;14.6043767;53.47343
5409579527;Curry House;http://curry-house.pl; ;no data;no data;11:00-22:00;21.1677489;52.2042344
5409777522;Wegeneracja;no data;M≥yÒska 1;no data;45-061;no data;17.9211897;50.668578
5412355721;"Bar ""Wiki""";no data; ;no data;no data;no data;21.4584036;49.7422612
5412355921;"Retauracja ""Toskania""";no data; ;no data;no data;no data;21.4715038;49.7395975
5412429821;"Restauracja ""Jasiel""";no data; ;no data;no data;no data;21.4720565;49.7461617
5413215103;Da Grasso;no data; ;no data;no data;no data;14.5452055;53.4268395
5413298772;Tilt;no data; ;no data;no data;no data;14.5441163;53.4300089
5413298781;Marshal Food;no data; ;no data;no data;no data;14.5455567;53.4312537
5413298783;Bro Burgers;no data; ;no data;no data;no data;14.5457069;53.4313368
5413298795;BarLenka;no data; ;no data;no data;no data;14.5409567;53.4313816
5415011635;Na Zdrowie;no data; ;no data;no data;no data;14.549139;53.4261466
5415011636;Kuchnia Autorska;no data; ;no data;no data;no data;14.5491162;53.4260723
5415064522;Io Raviolo;no data; ;no data;no data;no data;20.9931816;52.225455
5416280221;Nad stawem;no data; ;no data;no data;no data;14.7470305;53.5744536
5416668321;"Restauracja ""Toskania""";no data; ;no data;no data;no data;21.4714799;49.739623
5416668322;"Restauracja ""Jasiel""";no data; ;no data;no data;no data;21.4721103;49.7461909
5416668325;"Restauracja ""Manufaktura""";no data; ;no data;no data;no data;21.4726569;49.7496188
5416797198;Itamae Sushi Japanese Restaurant & Grill;http://itamaesushi.pl;Plac Wolnoúci 8;Bielsko-Bia≥a;43-300;"Mo-Su 11:00-22:00; Fr,Sa 11:00-23:00";19.0541848;49.82332
5416797199;Jarmuøno;https://web.facebook.com/jarmuzno/; ;no data;no data;"Mo-Fr 12:00-18:00; Sa,Su 12:00-17:00";19.0563002;49.8227541
5416797200;Naleúnikarnia Su-zette;no data;11 Listopada 58;Bielsko-Bia≥a;43-300;"Mo-Su 08:30-04:00; Fr,Sa 08:30-24:00";19.0535385;49.8229567
5416995153;Nowy åwiat;http://www.nowy-swiat.com;11 Listopada 25;Bielsko-Bia≥a;43-300;"Mo-Sa 10:00-22:00; Su 12:00-22:00";19.0499719;49.8230102
5416995154;Amici;http://amicibistro.pl; ;no data;no data;"Mo-Th 12:00-22:00; Fr,Sa 12:00-23:00; Su 12:00-20:00";19.0470093;49.8243734
5416995156;Pizzeria Michola;http://pizzeriamichola.pl;Cechowa 16;Bielsko-Bia≥a;43-300;"Mo-Th 11:00-23:00; Fr,Sa 11:00-24:00; Su 12:00-23:00";19.047216;49.8242783
5419776669;La Cantina;no data; ;no data;no data;no data;18.540638;54.5155667
5420844158;Pizzeria Gusto;no data; ;no data;no data;no data;19.986276;50.0178605
5420926202;Plac Hallera;no data; ;no data;no data;no data;21.0258031;52.2597419
5422199622;EncePence;https://www.encepence-pizza.pl/;Kaprysowa 2;no data;no data;"Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 12:00-24:00; Su 12:00-23:00";22.5443962;51.2635197
5424096013;WÍdzarnia Smaøalnia 22;no data; ;no data;no data;no data;16.1194587;53.0859719
5426658589;Piekarnia OrmiaÒsko - GruziÒska Marukyan;no data;Aleja Komisji Edukacji Narodowej 49 lok. U5;Warszawa;02-797;no data;21.0523499;52.1440233
5428369422;Pankejk;no data; ;no data;no data;no data;16.9221195;52.4088488
5429523741;Bia≥y Kruk;no data; ;no data;no data;no data;19.9781834;50.0815297
5431845156;Pizzeria Zielony Domek;no data; ;no data;no data;no data;21.7427587;50.6836294
5431981887;Pianka;no data;Plac Chopina ;Ruda ålöska;41-700;no data;18.8510901;50.3131648
5431995648;Bar Przy Fontannie;no data; ;no data;no data;no data;17.7407624;53.00778
5433816783;Stary Klasztor;http://staryklasztor.com.pl;Jana Ewangelisty Purkyniego 1;Wroc≥aw;50-155;no data;17.0394225;51.1101385
5435757043;Aero Bar;no data; ;no data;no data;Mo-Su 9:00-22:00;14.6215636;53.3965657
5436080752;Napa;no data;Wojciecha Bogus≥awskiego 1;Wroc≥aw;50-031;Tu-Su 12:00-22:00;17.0243123;51.1011995
5438370044;Zajazd Kuchnia Polska;no data; ;no data;no data;no data;18.735183;49.9068493
5438681521;Grana Padano;https://granafoodrest.pl;Plac Grunwaldzki 53;Wroc≥aw;50-366;Su-Mo 10:00-23:00, Tu-Sa 10:00-24:00;17.06995;51.1139291
5441027772;Bar mleczny Kuchnia za úcianö;no data; ;no data;no data;"Mo-Fr 11:00-19:00; Sa-Su 12:00-18:00";21.028464;52.2597319
5441334721;Pizza Hut;https://pizzahut.pl/;StarodÍby 8;no data;no data;Mo-Su 11:00-23:00;20.895331;52.1860237
5444903548;Døo Døo Pizza;no data; ;no data;no data;no data;19.120717;50.8121203
5448857320;Bistro BiM;no data; ;no data;no data;no data;14.6157017;53.843523
5451495700;4 smaki;no data; ;no data;no data;Mo-Fr 08:00-16:00;20.9942865;52.1859857
5451506287;Villa Torini;no data; ;no data;no data;no data;20.9032483;52.3308548
5451526273;Campo Modern Grill;http://campomoderngrill.pl;Podwale 83;Wroc≥aw;50-414;Mo-Th 12:00-22:00, Fr-Sa 12:00-23:00, Su 12:00-21:00;17.0428759;51.1076131
5451815459;åwiÍta Racja;no data;OdrzaÒska 6;Wroc≥aw;50-113;Su-Th 13:00-23:00, Fr-Sa 13:00-01:00;17.0313917;51.1118821
5451908107;Horoszo;no data;OdrzaÒska 16;Wroc≥aw;50-113;Mo-Su 12:00-22:00;17.0316964;51.1127223
5451923381;Wshoku;no data;OdrzaÒska 17/1A;Wroc≥aw;50-113;Mo-Sa 12:00-23:00, Su 13:00-22:00;17.0319975;51.1128687
5452336121;Omasta;https://www.facebook.com/restauracjaomasta/;W≥adys≥awa Orkana 25f;Mszana Dolna;34-730;no data;20.0820593;49.6663805
5454010821;Grill Pod Wrzosem;no data; ;no data;no data;no data;15.72587;51.3027064
5454054018;Ganesh UrsynÛw;https://ganeshursynow.business.site/;Aleja Komisji Edukacji Narodowej 21;Warszawa;02-797;Mo-Su 11:00-22:00;21.0610533;52.134461
5454974225;La Famiglia;no data;Kolejowa 14-16;Wroc≥aw;53-508;Su-Th 12:00-22:00, Fr-Sa 12:00-24:00;17.0226644;51.1013706
5454989984;Curry Karma;http://currykarma.pl/;StroÒska 6A;Wroc≥aw;no data;Mo-Su 11:00-21:00;17.0419553;51.0740396
5455050732;Strips & Pizza;http://stripsandpizza.pl/;Henryka Micha≥a KamieÒskiego 12;Wroc≥aw;51-124;Tu-Su 12:00-21:00;17.0344128;51.1413455
5455135923;A'ola;no data;KsiÍdza Konstantego Damrota 33B;Wroc≥aw;no data;Tu-Su 12:00-22:00;17.0565746;51.125038
5455174465;Tuberoza;https://tuberoza.wroclaw.pl/;ZwyciÍska 14cb/b;Wroc≥aw;53-033;Mo-Th 09:00-21:00, Fr-Sa 09:00-22:00, Su 09:00-21:00;17.010122;51.0586523
5455187574;Smaki Indii;http://smakiindii.pl/;ZwyciÍska 45170;Wroc≥aw;53-033;Mo-Su 12:00-22:00;17.0036568;51.0602606
5455231319;Mech;no data; ;no data;no data;no data;21.0524468;52.2365092
5456054880;Gusto Italiano;http://gusto-italiano.pl; ;no data;no data;"Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 12:00-22:00";16.9368534;52.410232
5461301160;Restauracja Italiana;no data;Tadeusza Koúciuszki 7;Tarnobrzeg;39-400;no data;21.6707078;50.5729791
5461554717;WÛ≥ w Centrum;no data;Genera≥a W≥adys≥awa Sikorskiego 29;Tarnobrzeg;39-400;no data;21.69036;50.5872427
5462135577;Dim Sum ?? Garden;https://www.facebook.com/DimSumGardenRestaurant;Podwale 83;Wroc≥aw;50-414;Mo-Su 12:00-22:00;17.0430962;51.107593
5462843181;Wueska;no data; ;no data;no data;no data;22.7059441;51.2169383
5464086246;Agrafka;no data;PoznaÒska ;Witkowo;62-230;no data;17.7731388;52.4382176
5465308329;Dwa Mosty - Arena Pub;no data; ;no data;no data;no data;21.4302251;50.2878003
5465360008;Folwark FoliÒscy;http://folwarkfolinscy.pl/;98;Wysoka;no data;no data;15.0153534;52.768131
5467178625;Restauracja Koronka;no data;Wejherowska 10;PoznaÒ;60-446;no data;16.8217044;52.4313001
5469272831;Pit & Rock City Restaurant;no data; ;no data;no data;no data;14.565377;53.5476085
5469309138;Hard Rock Cafe;https://www.hardrock.com/cafes/wroclaw/;Rynek 25;Wroc≥aw;50-101;12:00+;17.03218;51.1090861
5469309139;Soczewka;http://www.soczewka.wroclaw.pl;Rynek 20-21;Wroc≥aw;50-101;Mo 11:00-22:30, Tu-Th 11:00-23:00, Fr-Sa 10:30-24:00, Su 10:30-22:30;17.031699;51.1091803
5469309140;Akr?polis;http://tavernaakropolis.pl/;Rynek 20-21;Wroc≥aw;50-101;Su-Th 12:00-23:00, Fr-Sa 12:00-23:50;17.0315717;51.109203
5469361875;O Sole Mio;no data;Rynek 16-17;Wroc≥aw;50-101;Mo-Su 12:00-23:45;17.0308373;51.1093607
5469758818;Odlotowa;https://www.facebook.com/Restauracja-Odlotowa-144817092940935/;Skrzydlata 16;Wroc≥aw;54-129;Mo-Th 12:00-21:00, Fr-Sa 12:00-22:00, Su 12:00-20:00;16.9585764;51.12592
5469806288;Pieroøak;https://www.facebook.com/pierozakpolwiejska/;PÛ≥wiejska 10;PoznaÒ;61-888;Mo-Su 10:00-21:00;16.9302336;52.4037662
5469810953;Fuego;http://www.facebook.com/FuegoRestaurantBar;Plac Wolnoúci 10;Wroc≥aw;50-071;Mo-Fr 06:30-24:00, Sa-Su 07:00-24:00;17.0267886;51.1075231
5471649502;Pizzeria La Strega;no data; ;no data;no data;no data;22.519874;51.2289306
5473223610;"Restauracja ""Retro""";http://www.restauracjaretro.pl;JÛzefa Pi≥sudskiego 8;Oborniki ålöskie;55-120;no data;16.9131692;51.3009865
5473223611;Pizza On The Way;no data;JÛzefa Pi≥sudskiego 8;Oborniki ålöskie;55-120;"Su-Th 12:00-21:00; Fr-Sa 12:00-23:00";16.913038;51.3009746
5474786108;GÛra-DÛ≥;no data;Warszawska 29;WÍgrzce;32-086;"Mo-Th 10:00-21:00; Fr 10:00-22:00; Sa, Su 12:00-21:00";19.966574;50.1190982
5477495001;Bar Familijny;no data; ;no data;no data;no data;16.2034111;54.2089877
5477753060;Bijanka;no data;Franciszka Øwirki i Stanis≥awa Wigury 1;Warszawa;00-906;no data;20.9708657;52.1723126
5477753073;Johnny Rockets;no data;Franciszka Øwirki i Stanis≥awa Wigury 1;Warszawa;no data;no data;20.9723261;52.1713499
5483252513;Good Company;no data; ;no data;no data;Mo-Fr 08:00-17:00;20.9584701;52.2576746
5483570087;Cucciolina Pizza bar & caffe;no data;KopiÒska 10B;Warszawa;02-321;no data;20.9788431;52.217359
5484116322;Herbowa;no data; ;no data;no data;no data;14.9782858;53.8232538
5484998657;Okröglak;no data;Øywiecka 67;MiÍdzybrodzie Bialskie;34-312;Mo-Su 12:00-21:00;19.1970517;49.7831916
5485080783;U Gali;no data; ;no data;no data;Mo-Su 08:00-21:00;19.1811771;49.7196828
5485080784;U Jerrego;no data; ;no data;no data;"Mo-Fr 08:00-22:00; Sa,Su 10:00-17:30";19.1820042;49.7189452
5485340009;Pizza Hut;no data; ;no data;no data;Mo-Su 11:00-22:00;16.9400867;52.4391263
5485438734;Restoracija;no data; ;no data;no data;no data;22.1643696;52.1803527
5485845428;Pizzeria Jowisz;no data; ;no data;no data;"Mo-Sa 10:00-23:00; Su 08:00-20:00";19.4888336;49.7586379
5485845434;Restauracja Na Szlaku Smaku;no data; ;Rzyki;34-125;no data;19.3952867;49.811208
5488022187;Bar Expresso;no data;Pucka 12;Wejherowo;84-200;no data;18.2413543;54.6032578
5488545430;Pirat;rybyupirata.pl;Rybacka 10;Unieúcie;75-032;no data;16.0820965;54.2691837
5490807074;Pizzeria Venus;no data; ;no data;no data;no data;17.7224985;52.8491752
5492266314;Magnetyczna;no data; ;no data;no data;no data;17.0351999;53.36333
5494768334;Bistro Grand;http://www.grandcityhotel.pl/restauracja;Rzeünicza 1;Wroc≥aw;50-129;no data;17.0281714;51.1104522
5501818389;Gold pizza;no data; ;no data;no data;no data;20.0117384;50.0775049
5504937246;Restauracja Niepokorni;no data;Chmielna 72/5;GdaÒsk;80-748;Mo-Su 09:00-22:00;18.6548912;54.3436998
5504937247;Restauracja Korona;no data;Chmielna 72/4;GdaÒsk;80-748;"Su-Th 08:00-22:00; Fr-Sa 10:00-23:00";18.6548027;54.3436084
5504937248;Restauracja Tam gdzie zawsze;no data;Chmielna 72;GdaÒsk;80-748;"Mo-Th 08:00-22:00; Fr-Su 08:00-23:00";18.6546615;54.3434671
5508892687;Bistro podwawelskie;no data; ;no data;no data;"Mo-Sa 07:00-19:00;Su 08:00-17:00";19.9490761;50.0580956
5511209462;Ancymonek;no data; ;no data;no data;no data;21.1501494;51.4062107
5512361941;Ahimsa;http://ahimsa.com.pl/;åwiÍtego Antoniego 23;Wroc≥aw;50-073;"Tu-Th 11:00-21:00; Fr 11:00-00:00; Sa 12:00-00:00; Su 13:00-21:00";17.0243672;51.1095649
5514927947;La Grotta;no data; ;no data;no data;no data;17.0601359;51.1123606
5514927948;Sphinx;no data; ;no data;no data;no data;17.0601347;51.112288
5518083663;W≥oski OgrÛd;http://wloskiogrod.pl/; ;no data;no data;no data;14.5470283;53.5441477
5518208234;Yemsetu;http://www.yemsetu.pl;Plac Marsza≥ka JÛzefa Pi≥sudskiego 5;Wroc≥aw;51-146;Tu-Su 12:00-22:00;17.0556886;51.1375696
5518392718;Stodo≥a;no data;Krzycka 92b;Wroc≥aw;53-020;Mo-Su 12:00-22:00;16.9891174;51.0670564
5518400049;Stodo≥a;http://www.stodolawroclaw.pl/;Bart≥omieja Strachowskiego 31;Wroc≥aw;52-210;Mo-Su 12:00-22:00;17.0199183;51.0571035
5518793455;Weranda;http://www.weranda.szczecin.pl/; ;no data;no data;no data;14.5429055;53.483624
5520954765;The Flame Restaurant&Bar;no data;Franciszka Øwirki i Stanis≥awa Wigury 1;Warszawa;00-906;Mo-Su 04:00-22:00;20.972565;52.1702116
5520954771;Chief's. Quick service restaurant;no data;Franciszka Øwirki i Stanis≥awa Wigury 1;Warszawa;00-906;24.lip;20.9720938;52.1703398
5525564838;Bangkok Thai Cuisine Wejherowo;no data;Klasztorna 20;Wejherowo;84-200;no data;18.2395718;54.6002507
5528895222;£ania;no data; ;no data;no data;no data;16.2565942;54.2227105
5529022656;D¯evn˝ Koc˘r;http://drevnykocur.cz;Podwale 83;Wroc≥aw;50-414;Su-Th 12:00-23:00, Fr-Sa 12:00-24:00;17.0429658;51.1080414
5529033062;Brasserie 27;http://brasserie27.com;Kazimierza Wielkiego 27a;Wroc≥aw;50-077;no data;17.0278852;51.1081348
5529154233;Ozima;no data;Piesza 8;Wroc≥aw;51-109;no data;17.0310357;51.1332941
5529194561;Libri e Caff?;no data;FranciszkaÒska 16;ToruÒ;87-100;no data;18.6026796;53.0116132
5529209450;S≥oneczna;http://www.sloneczna-restauracja.pl/; ;no data;no data;no data;17.537031;53.4547791
5529209512;Hvarska;no data; ;no data;no data;no data;17.5420105;53.4568505
5529950495;"Pizzeria ""Mariano Italiano""";no data;Rynek 26;Oleúnica;28-220;"Mo-Th 11:00-22:00; Fr-Sa 12:00-23:30; Su 10:00-22:00";21.0639235;50.4508559
5531819134;"Pizzeria ""Giovanni""";no data; ;no data;no data;"Mo-Th 07:30-22:00, Fr 07:30-23:00; Sa 07:00-23:00; Su 09:00-22:00";23.1291769;52.0261357
5533486242;Restauracja Leúna;www.restauracjalesna.com;KsiÍdza Edmunda Roszczynialskiego 57;Wejherowo;84-200;no data;18.2664062;54.5986892
5534652924;Browar Manufaktura;no data; ;no data;no data;Mo-Su 12:00-00:00;22.0032726;50.0362627
5535326967;Pizzeria Bellissima;http://www.pizzabellissima.pl/; ;no data;no data;12:00-21:45;19.0094478;49.8166349
5535722340;Atmosfera;no data;Franklina Roosevelta 131;Zabrze;41-800;no data;18.7608014;50.2938638
5536558517;Strzelecka 18;no data; ;no data;no data;no data;15.2226305;52.9929548
5537772043;Bar u Graøki;no data; ;no data;no data;"Tu-Fr 12:00-21:00;Sa 11:00-23:00;Su 09:00-21:00";19.2166257;54.090797
5538740048;Zielony Zakötek;no data;11;no data;14-260;no data;19.8696003;53.5225442
5540963699;Zio≥owa Weranda;no data; ;no data;no data;no data;21.0151636;50.0233078
5541908625;Zajazd Wilczy Apetyt;no data;Osiedle Murownia 251;Bia≥y KoúciÛ≥;32-089;no data;19.8140881;50.1776741
5542400057;ToT? Eataliano;no data;PoznaÒska 5;Warszawa;00-680;no data;21.0123939;52.2238603
5544377894;Peko Peko;no data;Emilii Plater ;Warszawa;no data;no data;21.0077283;52.224051
5544377898;Curry House;no data;Hoøa ;Warszawa;no data;Mo-Su 11:00-22:00;21.0127104;52.2260553
5544771022;Taszkent kuchnia uzbecka;no data;Antonia Corazziego ;Warszawa;no data;Mo-Sa 11:00-21:00;21.0047162;52.2444933
5545034952;Bukszpryt;no data; ;no data;no data;no data;18.5128393;54.6336464
5548260267;Rzeünia;http://www.restaurcjarzeznia.pl; ;no data;no data;no data;19.9436831;50.051337
5548347936;Bresaola;no data;£uøycka 2;Gliwice;44-100;no data;18.6721199;50.2912275
5550412048;Naleúnikarnia TRELEMORELE;no data;Miko≥aja Witczaka 4A;JastrzÍbie-ZdrÛj;44-330;no data;18.5700678;49.9497088
5552245223;Dworek Bia≥oprödnicki;no data; ;no data;no data;no data;19.9407439;50.0929238
5556567532;Go Kebab;no data; ;no data;no data;no data;19.4620646;51.7421451
5560574568;Torino;no data; ;no data;no data;no data;15.1365391;51.6387503
5561171372;Sztutozzeria moc pizzy;no data; ;no data;no data;no data;19.1763091;54.3326692
5564661267;Biesiadowo;no data;Pokoju 18A;Ruda ålöska;41-709;no data;18.8835681;50.2848145
5565310105;Möka PoznaÒska;https://restauracjamakapoznanska.business.site/; ;no data;no data;Tu-Su 12:00-19:00;16.9504828;52.4302753
5567082452;Humus Amamamusi;no data; ;no data;no data;"Mo-Fr 09:00-20:00; Sa,Su 10:00-20:00";19.9414518;50.0504504
5567741723;Pizzeria u Benka;no data;£Ûdzka 60;Ga≥kÛw Ma≥y;95-040;"Mo-Th 12:00-22:00; Fr-Sa 12:00-00:00; Su 12:00-23:00";19.721529;51.7248464
5567864416;Pizzeria Debet;no data; ;no data;no data;no data;16.9540484;51.6529431
5567998169;Bluemoon;https://bluemoon.eatbu.com;Droniowiczki 12a;Lubliniec;42-700;Mo-Su 09:00-20:00;18.709913;50.6604773
5568665386;Sushi Mori;https://www.sushimori.pl/; ;no data;no data;"Mo-Th 12:00-22:15; Fr 10:00-24:00; Sa 00:00-03:00,12:00-24:00; Su 00:00-03:00,12:00-22:30";20.9396593;52.328224
5569155588;Ceg≥a;no data; ;no data;no data;no data;15.1301724;51.6405487
5571587588;Przystanek Bemowo;no data;Radiowa 16;Warszawa;no data;no data;20.9194076;52.249795
5571688611;Oliwka;no data; ;no data;no data;no data;17.0389685;51.656976
5572020748;pizzeria;no data; ;no data;no data;no data;15.5587829;53.5399394
5572303132;Da Grasso;no data; ;no data;no data;no data;15.144794;51.6390989
5572303133;Express Bar;no data; ;no data;no data;no data;15.145317;51.6395034
5572303139;Pokusa;no data; ;no data;no data;no data;15.1428561;51.6381517
5572303227;Bar Expresso;no data;årÛdmiejska 20;Øary;68-200;no data;15.1377546;51.6365336
5574092985;Posmyk Leúne Ustronie;http://www.posmyk.pl; ;Lubliniec;42-700;no data;18.6990072;50.6121239
5574245202;Czerwona Cebula;http://www.czerwonacebula.pl/; ;no data;no data;"Mo-Th 11:00-22:00; Fr 11:00-23:00; Sa 13:00-23:00; Su 13:00-22:00";17.0600578;51.1307754
5575914181;Pizzeria La Caruso;no data;Sportowa 6;Zböszynek;66-210;Mo-Su 16:00-22:00;15.814507;52.2486268
5577011570;Bar Marco;no data; ;no data;no data;no data;14.6968277;52.7384377
5578705974;Forum Restaurant;https://www.nfm.wroclaw.pl/en/tickets-info/2-uncategorised/1049-forum-restaurant-w-nfm; ;no data;no data;Mo-Su 12:00-18:00;17.0268291;51.1066684
5579795821;Obiady domowe;no data; ;no data;no data;no data;19.4648015;51.7719123
5580132684;Ristorante - Pizzeria Sicilia;no data;Aleja Gryfa 15;Stargard;73-110;Mo-Sa 12:00-22:00;15.0215566;53.3330701
5580154015;ParowÛz;no data;Lecha Zondka 4;Grodzisk Mazowiecki;05-825;no data;20.6227652;52.107903
5580300767;Musztarda po obiedzie;no data; ;no data;no data;no data;19.4760251;51.7787172
5580549567;Bar Mazurski;no data; ;no data;no data;"Mo-Sa 09:00+; Su 10:00+";21.7425344;54.2113533
5583330694;Pod Koronö;no data; ;no data;no data;no data;17.4920938;53.3634435
5583333436;Restauracja Pomoøanka;no data;Genera≥a JÛzefa Hallera ;no data;no data;no data;17.4861207;53.3491478
5584220712;Ziemniak i SpÛ≥ka;no data; ;no data;no data;no data;14.5445279;53.4309394
5584870670;Bistro Plus;no data;PowstaÒcÛw 27 lok. U5;Zöbki;05-091;Tu-Su 12:00-21:00;21.1307667;52.2804614
5585928621;Fabryka;http://www.restauracja-fabryka.pl/;We≥niana 31;Wroc≥aw;54-059;no data;16.8973227;51.1585093
5586669732;Z Innej Bajki;no data;Plac Wolnoúci 1;Nowogard;72-200;"Mo-Th 12:00-22:00; Fr-Sa 12:00-23:00; Su 12:00-22:00";15.1198195;53.671068
5587022444;Restauracja;no data; ;no data;no data;no data;17.4903005;53.3605097
5587057552;Pa≥ac Runowo;no data; ;no data;no data;no data;17.4542748;53.3261737
5587519372;Maryla;no data; ;no data;no data;no data;18.5571109;54.4586742
5588545122;Woosabi;https://www.woosabi.pl/;Paw≥a W≥odkowica 21;Wroc≥aw;50-072;Su-Th 11:30-23:45, Fr-Sa 11:30-03:00;17.0233137;51.1090773
5588583683;The Nosh;no data;Lwowska 2;TarnÛw;33-100;no data;20.9908347;50.0133206
5592221433;Tratoria Antica;no data;åwiÍtego Wojciecha 7;Opole;45-006;Mo-Su 10:00-22:00;17.9239948;50.6686857
5592310962;Zajazd pod dÍbami;no data; ;no data;no data;no data;21.4929397;50.535237
5592410824;HetmaÒska;http://hetmanska.feldman-restaurants.pl/;Rynek 1;Byczyna;46-220;no data;18.2142293;51.1141282
5593052192;Zagroda Chryszczata;no data; ;no data;no data;no data;22.1177171;49.2521745
5594841467;"Restauracja rodzinna ""Stoliczku nakryj siÍ""";https://www.restauracjastoliczek.pl/;Boles≥awa Sekutowicza 35;no data;20-153;Tu-Su 12:00-20:00;22.5753624;51.2727584
5594887422;PAPAJ;no data; ;no data;no data;no data;17.5578577;54.7639756
5595267011;Remus;no data; ;no data;no data;no data;17.9242593;53.9064503
5596263397;Po Naleúniku;no data;Aleja Grunwaldzka 211;GdaÒsk;80-266;Mo-Su 09:00-20:00;18.590313;54.3881899
5597194613;Bar rybny u Basi;no data; ;no data;no data;no data;19.2194015;54.3353115
5598226321;Pierogarnia Jurta;no data;Grunwaldzka 67;Sopot;81-771;no data;18.5729155;54.4403298
5598424521;Zapiecek;no data; ;no data;no data;no data;21.0183909;52.2363242
5598709482;Tentego;https://tentego.com.pl/;Podwale 15;no data;no data;"Mo-Th 11:00-21:00; Fr, Sa 12:00-22:00; Su 12:00-20:00";18.0024256;53.1206846
5599084421;Torino;no data; ;no data;no data;no data;16.587123;52.6116992
5600007156;Bar Kuünia;no data;Zöbkowska 42;Warszawa;03-735;no data;21.0483205;52.25427
5600233121;La Scala;no data; ;no data;no data;no data;22.6889491;51.2210594
5600433021;Da Grasso;no data;29 Listopada 21;Skawina;32-050;"Mo-Th 09:00-17:00; Fr-Sa 11:00-0:00; Su 12:00-23:00";19.8303941;49.9735199
5600667474;"""Oaza""";no data; ;no data;no data;no data;23.6186552;51.3186744
5600698423;Wegeguru;no data; ;no data;no data;no data;21.0188843;52.2188083
5600768193;Bar Sajgon;no data; ;no data;no data;no data;21.393119;52.0577809
5600801280;kary mary;http://www.karymary.pl/;Aleje Jerozolimskie 244;Warszawa;02-497;Mo-Su 13:00-21:00, Sa 13:00-20:00;20.9017539;52.1881568
5600903625;Mini-Max;no data; ;no data;no data;Mo-Sa 12:00-20:00;14.4569148;53.5194403
5600949723;Gruzin na Kaszubach;http://restauracjagruzinskarumia.pl/;Adama Mickiewicza 19 A;Rumia;84-230;Mo-Fr 13:00-21:00, Sa 13:00-01:00, Su 12:00-21:00;18.3947665;54.5737318
5602643338;S≥owianka;no data; ;no data;no data;no data;17.0443756;51.1226768
5602699154;"""Jab≥oniowa Cafe"" Cafe & Restaurant";no data; ;no data;no data;no data;18.5655915;54.3312411
5603075152;Indian Dawat;http://indiandawat.pl/;Pu≥awska 228;Warszawa;02-670;Mo-Su 11:00-22:00;21.021227;52.1781429
